日期,总市值,现金,当前持仓,黄金ETF评分,纳指科技ETF评分,黄金ETF年化收益率,纳指科技ETF年化收益率,黄金ETFR平方,纳指科技ETFR平方,黄金ETF斜率,纳指科技ETF斜率,黄金ETF起始净值,纳指科技ETF起始净值,黄金ETF结束净值,纳指科技ETF结束净值
2024-01-02,100000.0,0,纳指科技ETF(159509),0.113283,1.095189,0.243887,1.392356,0.464489,0.786573,0.000873,0.003489,4.546,1.026,4.648,1.082
2024-01-03,97500.0,0,纳指科技ETF(159509),0.12917,1.022478,0.262634,1.309927,0.491825,0.780561,0.000933,0.003349,4.56,1.028,4.666,1.08
2024-01-04,97407.41,0,纳指科技ETF(159509),0.144194,0.68049,0.276214,1.032282,0.522038,0.659209,0.000976,0.002837,4.591,1.03,4.663,1.053
2024-01-05,96203.7,0,纳指科技ETF(159509),0.161233,0.426813,0.283366,0.795886,0.568993,0.536274,0.000998,0.002342,4.589,1.033,4.651,1.052
2024-01-08,96388.89,0,纳指科技ETF(159509),0.18446,0.192833,0.297235,0.535263,0.620587,0.360259,0.001041,0.001715,4.589,1.022,4.664,1.039
2024-01-09,100185.19,0,黄金ETF(518880),0.186447,0.065972,0.291482,0.317801,0.639653,0.207589,0.001023,0.001104,4.643,1.014,4.65,1.041
2024-01-10,99797.29,0,黄金ETF(518880),0.228058,0.055426,0.301432,0.29221,0.756583,0.189678,0.001054,0.001025,4.58,0.999,4.649,1.082
2024-01-11,99797.29,0,黄金ETF(518880),0.185693,0.040829,0.266743,0.251509,0.696149,0.162337,0.000946,0.000897,4.578,1.018,4.631,1.087
2024-01-12,100120.54,0,黄金ETF(518880),0.145113,0.05255,0.231891,0.295974,0.625782,0.17755,0.000834,0.001037,4.584,1.002,4.631,1.103
2024-01-15,100702.38,0,黄金ETF(518880),0.127441,0.046576,0.213416,0.285653,0.597147,0.16305,0.000774,0.001005,4.591,1.024,4.646,1.101
2024-01-16,100788.58,0,黄金ETF(518880),0.136786,0.083226,0.219851,0.418659,0.622175,0.198793,0.000795,0.001399,4.557,1.034,4.673,1.13
2024-01-17,99797.29,0,黄金ETF(518880),0.130939,0.074578,0.212495,0.406892,0.616197,0.183288,0.000771,0.001366,4.539,1.043,4.677,1.099
2024-01-18,99474.04,0,黄金ETF(518880),0.073544,0.071936,0.154151,0.408317,0.477093,0.176176,0.000573,0.00137,4.529,1.062,4.631,1.101
2024-01-19,100055.89,0,纳指科技ETF(159509),0.022967,0.109656,0.084958,0.495498,0.270329,0.221306,0.000326,0.00161,4.598,1.07,4.616,1.115
2024-01-22,103551.29,0,纳指科技ETF(159509),0.013344,0.22713,0.065731,0.731882,0.203011,0.310337,0.000255,0.002197,4.59,1.058,4.643,1.145
2024-01-23,102415.28,0,纳指科技ETF(159509),0.002457,0.432889,0.030675,1.163591,0.080097,0.372029,0.000121,0.003087,4.576,1.069,4.625,1.185
2024-01-24,103201.75,0,纳指科技ETF(159509),0.0,0.686006,9.2e-05,1.531298,0.00251,0.44799,0.0,0.003715,4.589,1.082,4.632,1.172
2024-01-25,103551.29,0,纳指科技ETF(159509),0.000221,1.068304,-0.028624,1.988946,-0.007719,0.537121,-0.000116,0.00438,4.604,1.082,4.626,1.181
2024-01-26,102240.51,0,纳指科技ETF(159509),-0.006685,1.507873,-0.064968,2.447682,0.102893,0.616041,-0.000269,0.004951,4.605,1.072,4.605,1.185
2024-01-29,103638.67,0,纳指科技ETF(159509),-0.021875,1.740955,-0.082181,2.63328,0.266186,0.661136,-0.000343,0.005161,4.627,1.077,4.625,1.17
2024-01-30,105473.76,0,纳指科技ETF(159509),-0.029794,2.094965,-0.085354,2.938652,0.349071,0.7129,-0.000357,0.005483,4.634,1.084,4.634,1.186
2024-01-31,102415.28,0,纳指科技ETF(159509),-0.026159,2.651169,-0.077074,3.442516,0.3394,0.770125,-0.000321,0.005965,4.647,1.092,4.647,1.207
2024-02-01,101104.51,0,纳指科技ETF(159509),-0.015688,2.739165,-0.061675,3.413455,0.254371,0.802461,-0.000255,0.005939,4.66,1.089,4.653,1.172
2024-02-02,103900.83,0,纳指科技ETF(159509),-0.00317,2.47053,-0.033105,3.103232,0.095757,0.796115,-0.000135,0.005647,4.662,1.083,4.668,1.157
2024-02-05,105823.3,0,纳指科技ETF(159509),-3e-06,2.547441,0.001965,3.117333,-0.001564,0.817186,8e-06,0.005661,4.648,1.082,4.679,1.189
2024-02-06,107483.62,0,纳指科技ETF(159509),-8e-06,2.782654,0.002922,3.29911,-0.002654,0.843456,1.2e-05,0.005834,4.666,1.08,4.643,1.211
2024-02-07,106347.61,0,纳指科技ETF(159509),-2e-06,3.110402,0.001774,3.589667,-0.001137,0.866487,7e-06,0.006095,4.663,1.053,4.633,1.23
2024-02-08,109930.4,0,纳指科技ETF(159509),-3e-05,2.944304,0.007459,3.414368,-0.003999,0.862328,3e-05,0.005939,4.651,1.052,4.642,1.217
2024-02-19,110017.78,0,纳指科技ETF(159509),7.7e-05,3.152004,0.024617,3.637891,0.003128,0.866437,9.7e-05,0.006137,4.664,1.039,4.662,1.258
2024-02-20,109843.01,0,纳指科技ETF(159509),0.000668,3.162234,0.029958,3.626862,0.022288,0.871893,0.000118,0.006128,4.65,1.041,4.644,1.259
2024-02-21,107833.16,0,纳指科技ETF(159509),0.00086,3.03218,0.029388,3.450011,0.029278,0.87889,0.000116,0.005972,4.649,1.082,4.642,1.257
2024-02-22,111765.48,0,纳指科技ETF(159509),0.001019,2.684055,0.028595,3.110407,0.03563,0.862927,0.000113,0.005654,4.631,1.087,4.642,1.234
2024-02-23,115697.81,0,纳指科技ETF(159509),0.000373,2.81355,0.020234,3.245103,0.018412,0.867014,8e-05,0.005783,4.631,1.103,4.639,1.279
2024-02-26,114212.26,0,纳指科技ETF(159509),8e-06,3.330696,0.005727,3.871302,0.001481,0.860355,2.3e-05,0.006333,4.646,1.101,4.63,1.324
2024-02-27,114299.65,0,纳指科技ETF(159509),0.000107,3.537985,0.012864,4.087045,0.008294,0.865658,5.1e-05,0.006507,4.673,1.13,4.651,1.307
2024-02-28,116571.66,0,纳指科技ETF(159509),0.001044,3.797715,0.023285,4.318719,0.044817,0.879362,9.2e-05,0.006685,4.677,1.099,4.646,1.308
2024-02-29,115872.58,0,纳指科技ETF(159509),0.004356,4.003243,0.033642,4.538973,0.129486,0.881971,0.000132,0.006847,4.631,1.101,4.645,1.334
2024-03-01,119717.52,0,纳指科技ETF(159509),0.003751,3.930937,0.031242,4.445348,0.120078,0.884281,0.000123,0.006779,4.616,1.115,4.647,1.326
2024-03-04,125747.09,0,纳指科技ETF(159509),0.00556,4.321276,0.03913,4.898036,0.142087,0.882247,0.000154,0.007098,4.643,1.145,4.667,1.37
2024-03-05,119367.98,0,纳指科技ETF(159509),0.025455,5.556636,0.09847,6.492195,0.25851,0.855895,0.000376,0.008055,4.625,1.185,4.725,1.439
2024-03-06,121989.53,0,纳指科技ETF(159509),0.060844,5.995244,0.199498,6.802256,0.304987,0.881361,0.000728,0.008218,4.632,1.172,4.789,1.366
2024-03-07,119455.37,0,纳指科技ETF(159509),0.122973,6.576597,0.326347,7.32296,0.376817,0.898079,0.00113,0.008476,4.626,1.181,4.824,1.396
2024-03-08,125048.01,0,纳指科技ETF(159509),0.217642,6.307824,0.50262,6.998169,0.433015,0.901353,0.001629,0.008317,4.605,1.185,4.885,1.367
2024-03-11,123125.54,0,纳指科技ETF(159509),0.317305,7.134472,0.650188,7.784014,0.488021,0.916554,0.002004,0.008692,4.625,1.17,4.881,1.431
2024-03-12,125659.71,0,纳指科技ETF(159509),0.446694,6.948414,0.809609,7.570464,0.55174,0.917832,0.002372,0.008593,4.634,1.186,4.899,1.409
2024-03-13,123737.24,0,纳指科技ETF(159509),0.564686,7.236356,0.922331,7.819036,0.612238,0.925479,0.002614,0.008708,4.647,1.207,4.879,1.438
2024-03-14,125310.17,0,纳指科技ETF(159509),0.669965,6.903071,1.002946,7.452512,0.667997,0.926274,0.002778,0.008538,4.653,1.172,4.87,1.416
2024-03-15,123999.39,0,纳指科技ETF(159509),0.769056,6.34212,1.070547,6.888345,0.718377,0.920703,0.002911,0.008262,4.668,1.157,4.877,1.434
2024-03-18,125572.32,0,纳指科技ETF(159509),0.890626,5.212053,1.152762,5.758497,0.772602,0.905107,0.003067,0.007643,4.679,1.189,4.899,1.419
2024-03-19,121989.53,0,纳指科技ETF(159509),0.927904,4.598153,1.151662,5.135641,0.805708,0.895342,0.003065,0.007256,4.643,1.211,4.86,1.437
2024-03-20,122076.92,0,纳指科技ETF(159509),0.913991,3.392731,1.12216,4.037197,0.814493,0.840368,0.00301,0.006467,4.633,1.23,4.87,1.396
2024-03-21,120591.37,0,纳指科技ETF(159509),0.88101,2.496892,1.0815,3.197803,0.814619,0.780815,0.002932,0.005738,4.642,1.217,4.88,1.397
2024-03-22,117620.28,0,纳指科技ETF(159509),0.980539,1.562726,1.170911,2.28302,0.837415,0.684499,0.003101,0.004755,4.662,1.258,4.978,1.38
2024-03-25,120416.6,0,黄金ETF(518880),1.014271,0.745876,1.186887,1.468034,0.854565,0.508078,0.00313,0.003614,4.644,1.259,4.946,1.346
2024-03-26,120659.57,0,黄金ETF(518880),1.012697,0.42193,1.176996,1.042504,0.860408,0.404727,0.003112,0.002857,4.642,1.257,4.956,1.378
2024-03-27,121242.71,0,黄金ETF(518880),0.992842,0.266713,1.152689,0.790679,0.861327,0.337322,0.003067,0.00233,4.642,1.234,4.966,1.401
2024-03-28,122190.29,0,黄金ETF(518880),0.981339,0.131984,1.137159,0.517426,0.862974,0.255077,0.003038,0.001668,4.639,1.279,4.99,1.399
2024-03-29,124547.12,0,黄金ETF(518880),0.995785,0.046072,1.148119,0.302126,0.867318,0.152494,0.003058,0.001056,4.63,1.324,5.029,1.385
2024-04-01,125251.73,0,黄金ETF(518880),1.092174,0.009116,1.263467,0.140893,0.864426,0.064702,0.003268,0.000527,4.651,1.307,5.126,1.373
2024-04-02,125348.92,0,黄金ETF(518880),1.200039,0.000945,1.389674,0.048335,0.86354,0.019552,0.003485,0.000189,4.646,1.308,5.155,1.396
2024-04-03,127098.32,0,黄金ETF(518880),1.269503,0.000546,1.465597,-0.061326,0.866202,-0.008901,0.00361,-0.000253,4.645,1.334,5.159,1.385
2024-04-08,130086.86,0,黄金ETF(518880),1.385226,-0.007152,1.608719,-0.191389,0.861073,0.037367,0.003835,-0.00085,4.647,1.326,5.231,1.357
2024-04-09,130451.32,0,黄金ETF(518880),1.589559,-0.076646,1.912267,-0.325004,0.831243,0.23583,0.004276,-0.001572,4.667,1.37,5.354,1.342
2024-04-10,130912.97,0,黄金ETF(518880),1.797746,-0.172236,2.185731,-0.427911,0.822492,0.402503,0.004635,-0.002234,4.725,1.439,5.369,1.323
2024-04-11,129941.08,0,黄金ETF(518880),2.039287,-0.186817,2.466904,-0.44339,0.826659,0.421338,0.004973,-0.002344,4.789,1.366,5.388,1.341
2024-04-12,133731.43,0,黄金ETF(518880),2.2142,-0.301024,2.623489,-0.517064,0.84399,0.582179,0.00515,-0.002911,4.824,1.396,5.348,1.318
2024-04-15,131617.58,0,黄金ETF(518880),2.66509,-0.245478,3.110658,-0.47328,0.856761,0.518675,0.005654,-0.002564,4.885,1.367,5.504,1.387
2024-04-16,132467.98,0,黄金ETF(518880),2.945213,-0.245186,3.320235,-0.453208,0.88705,0.541001,0.005853,-0.002415,4.881,1.431,5.417,1.38
2024-04-17,132686.66,0,黄金ETF(518880),3.197193,-0.280243,3.509982,-0.489998,0.910886,0.571927,0.006025,-0.002693,4.899,1.409,5.452,1.314
2024-04-18,132297.9,0,黄金ETF(518880),3.376641,-0.319781,3.6255,-0.518635,0.931359,0.616583,0.006126,-0.002925,4.879,1.438,5.461,1.318
2024-04-19,132929.63,0,黄金ETF(518880),3.325936,-0.328355,3.548202,-0.525126,0.937358,0.625288,0.006059,-0.002979,4.87,1.416,5.445,1.317
2024-04-22,130329.83,0,黄金ETF(518880),3.222848,-0.381769,3.434783,-0.590212,0.938297,0.646833,0.005958,-0.003568,4.877,1.434,5.471,1.268
2024-04-23,127122.61,0,黄金ETF(518880),2.665545,-0.423033,2.959874,-0.65505,0.900561,0.645803,0.005505,-0.004257,4.899,1.419,5.364,1.24
2024-04-24,128458.96,0,黄金ETF(518880),1.750441,-0.463069,2.233868,-0.687805,0.783592,0.673256,0.004695,-0.004657,4.86,1.437,5.232,1.256
2024-04-25,128483.25,0,黄金ETF(518880),1.18801,-0.409114,1.719883,-0.653142,0.690751,0.626378,0.004002,-0.004235,4.87,1.396,5.287,1.314
2024-04-26,129479.44,0,黄金ETF(518880),0.766185,-0.439981,1.295893,-0.669798,0.591241,0.656886,0.003324,-0.004432,4.88,1.397,5.288,1.268
2024-04-29,128629.04,0,黄金ETF(518880),0.509227,-0.402629,0.998032,-0.643176,0.510232,0.626002,0.002769,-0.004122,4.978,1.38,5.329,1.306
2024-04-30,128434.66,0,黄金ETF(518880),0.305181,-0.352602,0.743253,-0.60782,0.410602,0.580108,0.002223,-0.003744,4.946,1.346,5.294,1.316
2024-05-06,127657.15,0,黄金ETF(518880),0.149928,-0.328091,0.503208,-0.581037,0.297945,0.564664,0.00163,-0.00348,4.956,1.378,5.286,1.317
2024-05-07,127997.31,0,黄金ETF(518880),0.046583,-0.267475,0.277904,-0.534507,0.167622,0.500414,0.000981,-0.003059,4.966,1.401,5.254,1.319
2024-05-08,127827.23,0,黄金ETF(518880),0.006718,-0.171081,0.107683,-0.451494,0.062389,0.378922,0.000409,-0.002402,4.99,1.399,5.268,1.333
2024-05-09,127559.96,0,黄金ETF(518880),0.000297,-0.109945,-0.03164,-0.37863,-0.009398,0.290375,-0.000129,-0.001903,5.029,1.385,5.261,1.321
2024-05-10,130451.32,0,黄金ETF(518880),0.001119,-0.072386,-0.144221,-0.319668,-0.007758,0.226441,-0.000623,-0.001541,5.126,1.373,5.25,1.314
2024-05-13,129673.81,0,黄金ETF(518880),-0.004233,-0.03708,-0.154633,-0.244307,0.027373,0.151777,-0.000672,-0.00112,5.155,1.396,5.369,1.324
2024-05-14,129479.44,0,纳指科技ETF(159509),-0.016389,-0.009684,-0.178279,-0.140612,0.091928,0.068869,-0.000785,-0.000606,5.159,1.385,5.337,1.326
2024-05-15,132417.7,0,纳指科技ETF(159509),-0.042304,-0.000852,-0.204374,-0.048543,0.206994,0.017547,-0.000915,-0.000199,5.231,1.357,5.329,1.322
2024-05-16,137608.63,0,纳指科技ETF(159509),-0.047979,-0.001151,-0.19313,0.102075,0.248429,-0.011277,-0.000858,0.000389,5.354,1.342,5.37,1.352
2024-05-17,137706.57,0,纳指科技ETF(159509),-0.018937,0.017179,-0.132435,0.413532,0.14299,0.041541,-0.000568,0.001384,5.369,1.323,5.417,1.405
2024-05-20,139959.24,0,纳指科技ETF(159509),-0.004513,0.092269,-0.071369,0.724356,0.063241,0.127381,-0.000296,0.002179,5.388,1.341,5.416,1.406
2024-05-21,143093.38,0,纳指科技ETF(159509),-0.001672,0.30902,0.078382,1.195472,-0.021337,0.258492,0.000302,0.003146,5.348,1.318,5.55,1.429
2024-05-22,142701.62,0,纳指科技ETF(159509),-0.003083,0.673673,0.165015,1.837628,-0.018681,0.366599,0.000611,0.004172,5.504,1.387,5.481,1.461
2024-05-23,144856.34,0,纳指科技ETF(159509),0.017964,1.519392,0.302318,2.718382,0.059421,0.558933,0.001057,0.005253,5.417,1.38,5.492,1.457
2024-05-24,138098.34,0,纳指科技ETF(159509),0.025705,2.823188,0.298852,3.88094,0.086013,0.72745,0.001046,0.006341,5.452,1.314,5.366,1.479
2024-05-27,143387.21,0,纳指科技ETF(159509),0.02745,2.940098,0.267639,3.852595,0.102565,0.763148,0.000949,0.006318,5.461,1.318,5.319,1.41
2024-05-28,145052.23,0,纳指科技ETF(159509),0.036352,3.633861,0.260183,4.408847,0.139719,0.82422,0.000925,0.006752,5.445,1.317,5.338,1.464
2024-05-29,144562.52,0,纳指科技ETF(159509),0.041836,4.422172,0.246727,5.045797,0.169562,0.876407,0.000882,0.007197,5.471,1.268,5.334,1.481
2024-05-30,142309.85,0,纳指科技ETF(159509),0.07113,4.520763,0.272798,5.106685,0.260741,0.885264,0.000965,0.007238,5.364,1.24,5.37,1.476
2024-05-31,141820.14,0,纳指科技ETF(159509),0.048197,3.895485,0.220532,4.491455,0.218547,0.86731,0.000797,0.006813,5.232,1.256,5.317,1.453
2024-06-03,144366.63,0,纳指科技ETF(159509),0.02214,3.248597,0.155117,3.866737,0.14273,0.840139,0.000577,0.00633,5.287,1.314,5.343,1.448
2024-06-04,143289.27,0,纳指科技ETF(159509),0.004683,3.22238,0.077735,3.796535,0.060242,0.848769,0.000299,0.006272,5.288,1.268,5.296,1.474
2024-06-05,144660.46,0,纳指科技ETF(159509),0.001447,2.708903,0.04526,3.287836,0.031964,0.823917,0.000177,0.005823,5.329,1.306,5.346,1.463
2024-06-06,150536.98,0,纳指科技ETF(159509),9.7e-05,2.486063,0.011286,3.055823,0.008566,0.813549,4.5e-05,0.005601,5.294,1.316,5.324,1.477
2024-06-07,151614.35,0,纳指科技ETF(159509),0.000259,2.775906,0.020075,3.359252,0.012914,0.826347,8e-05,0.005889,5.286,1.317,5.398,1.537
2024-06-11,153377.3,0,纳指科技ETF(159509),0.000318,3.039289,0.023806,3.632152,0.013378,0.836774,9.4e-05,0.006132,5.254,1.319,5.399,1.548
2024-06-12,157588.81,0,纳指科技ETF(159509),3e-06,3.336069,-0.085083,3.94616,-3.4e-05,0.845396,-0.000356,0.006394,5.268,1.333,5.237,1.566
2024-06-13,158862.06,0,纳指科技ETF(159509),-0.00925,3.963113,-0.152601,4.654836,0.060613,0.851397,-0.000662,0.00693,5.261,1.321,5.267,1.609
2024-06-14,162290.03,0,纳指科技ETF(159509),-0.036171,4.491316,-0.208393,5.251897,0.173569,0.85518,-0.000935,0.007332,5.25,1.314,5.269,1.622
2024-06-17,167383.02,0,纳指科技ETF(159509),-0.086487,5.152818,-0.255337,6.038161,0.338715,0.853375,-0.001179,0.007805,5.369,1.324,5.271,1.657
2024-06-18,169243.92,0,纳指科技ETF(159509),-0.10558,6.271285,-0.268389,7.434949,0.393386,0.843487,-0.00125,0.00853,5.337,1.326,5.279,1.709
2024-06-19,164052.99,0,纳指科技ETF(159509),-0.13063,7.451858,-0.280314,8.867244,0.466013,0.84038,-0.001316,0.009157,5.329,1.322,5.284,1.728
2024-06-20,170321.28,0,纳指科技ETF(159509),-0.144983,7.318198,-0.279976,8.690823,0.51784,0.84206,-0.001314,0.009085,5.37,1.352,5.305,1.675
2024-06-21,164934.47,0,纳指科技ETF(159509),-0.112794,8.213349,-0.248006,9.699817,0.454805,0.846753,-0.00114,0.009481,5.417,1.405,5.351,1.739
2024-06-24,164052.99,0,纳指科技ETF(159509),-0.061989,8.140024,-0.194008,9.528323,0.31952,0.854298,-0.000863,0.009416,5.416,1.406,5.376,1.684
2024-06-25,158568.23,0,纳指科技ETF(159509),-0.057794,7.492714,-0.1866,8.816596,0.30972,0.849842,-0.000826,0.009136,5.55,1.429,5.29,1.675
2024-06-26,166697.43,0,纳指科技ETF(159509),-0.033603,5.679772,-0.141923,7.080355,0.236773,0.802187,-0.000612,0.008358,5.481,1.461,5.302,1.619
2024-06-27,164738.59,0,纳指科技ETF(159509),-0.025988,5.759387,-0.126774,7.058758,0.204999,0.815921,-0.000542,0.008347,5.492,1.457,5.271,1.702
2024-06-28,167676.85,0,纳指科技ETF(159509),-0.023282,5.196708,-0.122308,6.43777,0.190353,0.807222,-0.000522,0.008026,5.366,1.479,5.242,1.682
2024-07-01,168166.56,0,纳指科技ETF(159509),-0.017197,5.110331,-0.108567,6.269589,0.158404,0.815098,-0.00046,0.007935,5.319,1.41,5.297,1.712
2024-07-02,166305.66,0,纳指科技ETF(159509),-0.016435,4.422722,-0.103467,5.530071,0.158845,0.799759,-0.000437,0.007506,5.338,1.464,5.299,1.717
2024-07-03,163857.11,0,纳指科技ETF(159509),-0.011668,3.69999,-0.089253,4.785285,0.130735,0.773202,-0.000374,0.007021,5.334,1.481,5.306,1.698
2024-07-04,162583.86,0,纳指科技ETF(159509),-0.003553,2.774823,-0.055438,3.857136,0.064086,0.7194,-0.000228,0.006322,5.37,1.476,5.34,1.673
2024-07-05,162583.86,0,纳指科技ETF(159509),-0.0,1.869396,0.0011,2.918278,-4.9e-05,0.640582,4e-06,0.005463,5.317,1.453,5.365,1.66
2024-07-08,166599.49,0,纳指科技ETF(159509),-8.2e-05,1.147735,0.051483,2.087075,-0.001585,0.549925,0.000201,0.004509,5.343,1.448,5.381,1.66
2024-07-09,169929.52,0,纳指科技ETF(159509),0.004678,0.81848,0.106317,1.632328,0.044005,0.501419,0.000404,0.003871,5.296,1.474,5.384,1.701
2024-07-10,169243.92,0,纳指科技ETF(159509),0.008547,0.691937,0.126466,1.435542,0.067587,0.482004,0.000476,0.003561,5.346,1.463,5.362,1.735
2024-07-11,173259.55,0,纳指科技ETF(159509),0.02981,0.52733,0.183083,1.159973,0.162822,0.454605,0.000672,0.00308,5.324,1.477,5.397,1.728
2024-07-12,164150.93,0,纳指科技ETF(159509),0.063411,0.499459,0.242339,1.075474,0.261661,0.464408,0.000868,0.002921,5.398,1.537,5.417,1.769
2024-07-15,168068.62,0,纳指科技ETF(159509),0.162578,0.239428,0.342156,0.708822,0.475158,0.337783,0.001177,0.002143,5.399,1.548,5.446,1.676
2024-07-16,166305.66,0,黄金ETF(518880),0.29869,0.154114,0.430679,0.549636,0.693533,0.280394,0.001433,0.001752,5.237,1.566,5.442,1.716
2024-07-17,168450.56,0,黄金ETF(518880),0.354211,0.069427,0.507283,0.369387,0.69825,0.187953,0.001641,0.001257,5.267,1.609,5.505,1.698
2024-07-18,168359.93,0,黄金ETF(518880),0.452395,0.012768,0.648763,0.18428,0.697319,0.069286,0.002,0.000677,5.269,1.622,5.576,1.669
2024-07-19,163888.86,0,黄金ETF(518880),0.556048,3e-06,0.766259,0.005019,0.725666,0.00053,0.002275,2e-05,5.271,1.657,5.573,1.65
2024-07-22,163768.02,0,黄金ETF(518880),0.481651,-0.006017,0.695573,-0.168646,0.692452,0.035676,0.002112,-0.000739,5.279,1.709,5.425,1.617
2024-07-23,162952.36,0,黄金ETF(518880),0.404185,-0.039513,0.622329,-0.337922,0.649472,0.11693,0.001935,-0.001649,5.284,1.728,5.421,1.569
2024-07-24,165097.26,0,黄金ETF(518880),0.297285,-0.078738,0.524782,-0.43762,0.566492,0.179923,0.001687,-0.002302,5.305,1.675,5.394,1.575
2024-07-25,160928.29,0,黄金ETF(518880),0.288765,-0.174638,0.508432,-0.578782,0.567951,0.301733,0.001644,-0.003458,5.351,1.739,5.465,1.523
2024-07-26,161623.12,0,黄金ETF(518880),0.151418,-0.252959,0.375244,-0.69561,0.403518,0.363651,0.001275,-0.004758,5.376,1.684,5.327,1.465
2024-07-29,162740.89,0,黄金ETF(518880),0.091142,-0.344675,0.290376,-0.757019,0.313877,0.455306,0.00102,-0.005659,5.29,1.675,5.35,1.5
2024-07-30,162952.36,0,黄金ETF(518880),0.051027,-0.39714,0.219185,-0.771214,0.232804,0.514954,0.000793,-0.0059,5.302,1.619,5.387,1.556
2024-07-31,164221.17,0,黄金ETF(518880),0.027408,-0.516129,0.162926,-0.807554,0.168222,0.639127,0.000604,-0.006592,5.271,1.702,5.394,1.515
2024-08-01,165550.41,0,黄金ETF(518880),0.017322,-0.546565,0.131868,-0.81238,0.131362,0.672795,0.000495,-0.006693,5.242,1.682,5.436,1.534
2024-08-02,166305.66,0,黄金ETF(518880),0.013915,-0.517891,0.121896,-0.79089,0.114158,0.65482,0.00046,-0.00626,5.297,1.712,5.48,1.59
2024-08-05,162106.48,0,黄金ETF(518880),0.017199,-0.562238,0.139421,-0.811758,0.123359,0.692617,0.000522,-0.00668,5.299,1.717,5.505,1.481
2024-08-06,160928.29,0,黄金ETF(518880),0.001737,-0.60135,0.052752,-0.876662,0.032925,0.685955,0.000206,-0.008371,5.306,1.698,5.366,1.333
2024-08-07,161683.54,0,黄金ETF(518880),0.00025,-0.650697,-0.043739,-0.894478,-0.005714,0.72746,-0.000179,-0.008995,5.34,1.673,5.327,1.41
2024-08-08,161592.91,0,黄金ETF(518880),-0.002257,-0.701882,-0.100944,-0.908611,0.02236,0.772477,-0.000426,-0.009571,5.365,1.66,5.352,1.401
2024-08-09,163012.78,0,黄金ETF(518880),-0.011391,-0.75652,-0.145227,-0.924662,0.078439,0.818158,-0.000628,-0.010343,5.381,1.66,5.349,1.364
2024-08-12,164251.38,0,黄金ETF(518880),-0.017142,-0.778704,-0.153568,-0.925217,0.111623,0.841645,-0.000667,-0.010373,5.384,1.701,5.396,1.414
2024-08-13,165369.15,0,黄金ETF(518880),-0.01521,-0.756326,-0.137532,-0.915306,0.110591,0.826309,-0.000592,-0.009875,5.362,1.735,5.437,1.439
2024-08-14,164825.37,0,黄金ETF(518880),-0.009648,-0.675874,-0.107266,-0.889004,0.089941,0.76026,-0.000454,-0.008793,5.397,1.728,5.474,1.479
2024-08-15,164432.64,0,黄金ETF(518880),-0.005835,-0.522782,-0.082983,-0.835538,0.070321,0.625683,-0.000347,-0.00722,5.417,1.769,5.456,1.532
2024-08-16,164734.74,0,黄金ETF(518880),-0.003498,-0.343013,-0.064141,-0.742651,0.054536,0.461877,-0.000265,-0.005429,5.446,1.676,5.443,1.548
2024-08-19,166547.34,0,黄金ETF(518880),-0.000867,-0.15247,-0.03386,-0.587149,0.025614,0.259679,-0.000138,-0.003539,5.442,1.716,5.453,1.602
2024-08-20,166547.34,0,黄金ETF(518880),-0.000356,-0.04958,0.03148,-0.392731,-0.011314,0.126244,0.000124,-0.001995,5.505,1.698,5.513,1.564
2024-08-21,167272.38,0,黄金ETF(518880),-0.000104,-0.001291,0.109213,-0.078533,-0.000956,0.016434,0.000415,-0.000327,5.576,1.669,5.513,1.596
2024-08-22,166849.44,0,黄金ETF(518880),0.026867,-0.006583,0.221735,0.323085,0.121167,-0.020375,0.000801,0.00112,5.573,1.65,5.537,1.597
2024-08-23,166275.45,0,黄金ETF(518880),0.109412,0.008107,0.319108,0.797946,0.342869,0.01016,0.001108,0.002347,5.425,1.617,5.523,1.594
2024-08-26,167302.59,0,黄金ETF(518880),0.141475,0.099347,0.345346,1.236344,0.409661,0.080355,0.001187,0.003219,5.421,1.569,5.504,1.58
2024-08-27,167181.75,0,纳指科技ETF(159509),0.19229,0.247996,0.391959,1.599727,0.490587,0.155024,0.001323,0.003822,5.394,1.575,5.538,1.579
2024-08-28,168463.65,0,纳指科技ETF(159509),0.221916,0.447417,0.415063,1.880735,0.534656,0.237895,0.001389,0.004232,5.465,1.523,5.534,1.565
2024-08-29,162588.25,0,纳指科技ETF(159509),0.284654,0.617371,0.448282,2.079018,0.634989,0.296953,0.001482,0.004498,5.327,1.465,5.528,1.577
2024-08-30,165152.06,0,纳指科技ETF(159509),0.268242,0.447797,0.428976,1.713015,0.625307,0.261409,0.001428,0.003992,5.35,1.5,5.535,1.522
2024-09-02,167929.52,0,纳指科技ETF(159509),0.240262,0.432911,0.398781,1.608745,0.602491,0.269099,0.001342,0.003835,5.387,1.556,5.522,1.546
2024-09-03,168250.0,0,纳指科技ETF(159509),0.191471,0.602704,0.350242,1.773298,0.546682,0.339878,0.001201,0.00408,5.394,1.515,5.491,1.572
2024-09-04,154362.7,0,纳指科技ETF(159509),0.157583,0.687619,0.312837,1.819209,0.503723,0.377977,0.001089,0.004146,5.436,1.534,5.501,1.575
2024-09-05,156392.38,0,纳指科技ETF(159509),0.108033,0.286125,0.257748,1.137181,0.419141,0.251609,0.000917,0.003038,5.48,1.59,5.463,1.445
